,Distance,Force,Potential,Intensity
36,37,6.574141709276846e-17,2.4324324324324325,0.06574141709276844
37,38,6.232686980609418e-17,2.3684210526315788,0.062326869806094184
38,39,5.91715976331361e-17,2.3076923076923075,0.05917159763313609
39,40,5.625e-17,2.25,0.05625
40,41,5.3539559785841763e-17,2.1951219512195124,0.05353955978584176
41,42,5.102040816326531e-17,2.142857142857143,0.05102040816326531
42,43,4.8674959437533803e-17,2.0930232558139537,0.048674959437533805
43,44,4.6487603305785126e-17,2.0454545454545454,0.04648760330578512
44,45,4.444444444444445e-17,2.0,0.044444444444444446
45,46,4.253308128544424e-17,1.9565217391304348,0.04253308128544423
46,47,4.074241738343142e-17,1.9148936170212767,0.040742417383431415
47,48,3.9062500000000006e-17,1.875,0.0390625
48,49,3.7484381507705125e-17,1.836734693877551,0.037484381507705125
49,50,3.6000000000000006e-17,1.8,0.036
50,51,3.460207612456748e-17,1.7647058823529411,0.03460207612456748
51,52,3.3284023668639054e-17,1.7307692307692308,0.03328402366863906
52,53,3.203987184051264e-17,1.6981132075471699,0.032039871840512636
53,54,3.08641975308642e-17,1.6666666666666667,0.030864197530864196
54,55,2.9752066115702483e-17,1.6363636363636365,0.02975206611570248
55,56,2.869897959183674e-17,1.6071428571428572,0.028698979591836735
56,57,2.7700831024930752e-17,1.5789473684210527,0.027700831024930747
57,58,2.6753864447086804e-17,1.5517241379310345,0.0267538644470868
58,59,2.5854639471416262e-17,1.5254237288135593,0.02585463947141626
59,60,2.5000000000000003e-17,1.5,0.025
60,61,2.418704649287826e-17,1.4754098360655739,0.02418704649287826
61,62,2.341311134235172e-17,1.4516129032258065,0.023413111342351717
62,63,2.2675736961451248e-17,1.4285714285714286,0.022675736961451247
63,64,2.1972656250000002e-17,1.40625,0.02197265625
64,65,2.1301775147928997e-17,1.3846153846153846,0.021301775147928994
65,66,2.066115702479339e-17,1.3636363636363635,0.02066115702479339
66,67,2.0049008687903766e-17,1.3432835820895523,0.020049008687903765
67,68,1.9463667820069205e-17,1.3235294117647058,0.019463667820069204
68,69,1.890359168241966e-17,1.3043478260869565,0.01890359168241966
69,70,1.8367346938775512e-17,1.2857142857142858,0.018367346938775512
70,71,1.7853600476096013e-17,1.267605633802817,0.017853600476096014
71,72,1.7361111111111112e-17,1.25,0.017361111111111112
72,73,1.688872208669544e-17,1.2328767123287672,0.01688872208669544
73,74,1.6435354273192114e-17,1.2162162162162162,0.01643535427319211
74,75,1.6e-17,1.2,0.016
75,76,1.5581717451523546e-17,1.1842105263157894,0.015581717451523546
76,77,1.517962556923596e-17,1.1688311688311688,0.015179625569235959
77,78,1.4792899408284024e-17,1.1538461538461537,0.014792899408284023
78,79,1.4420765902900178e-17,1.139240506329114,0.014420765902900177
79,80,1.40625e-17,1.125,0.0140625
80,81,1.3717421124828533e-17,1.1111111111111112,0.013717421124828532
81,82,1.3384889946460441e-17,1.0975609756097562,0.01338488994646044
82,83,1.30643054144288e-17,1.0843373493975903,0.0130643054144288
83,84,1.2755102040816327e-17,1.0714285714285714,0.012755102040816327
84,85,1.2456747404844291e-17,1.0588235294117647,0.01245674740484429
85,86,1.2168739859383451e-17,1.0465116279069768,0.012168739859383451
86,87,1.1890606420927468e-17,1.0344827586206897,0.011890606420927468
87,88,1.1621900826446281e-17,1.0227272727272727,0.01162190082644628
88,89,1.1362201742204268e-17,1.0112359550561798,0.011362201742204267
89,90,1.1111111111111113e-17,1.0,0.011111111111111112
90,91,1.0868252626494386e-17,0.989010989010989,0.010868252626494384
91,92,1.063327032136106e-17,0.9782608695652174,0.010633270321361058
92,93,1.0405827263267431e-17,0.967741935483871,0.01040582726326743
93,94,1.0185604345857856e-17,0.9574468085106383,0.010185604345857854
94,95,9.97229916897507e-18,0.9473684210526315,0.009972299168975069
95,96,9.765625000000002e-18,0.9375,0.009765625
96,97,9.565309809756616e-18,0.9278350515463918,0.009565309809756615
97,98,9.371095376926281e-18,0.9183673469387755,0.009371095376926281
98,99,9.18273645546373e-18,0.9090909090909091,0.009182736455463728
99,100,9.000000000000001e-18,0.9,0.009
100,101,8.822664444662288e-18,0.8910891089108911,0.008822664444662289
101,102,8.65051903114187e-18,0.8823529411764706,0.00865051903114187
102,103,8.48336318220379e-18,0.8737864077669902,0.00848336318220379
103,104,8.321005917159763e-18,0.8653846153846154,0.008321005917159764
104,105,8.16326530612245e-18,0.8571428571428571,0.00816326530612245
105,106,8.00996796012816e-18,0.8490566037735849,0.008009967960128159
106,107,7.860948554458906e-18,0.8411214953271028,0.007860948554458905
107,108,7.71604938271605e-18,0.8333333333333334,0.007716049382716049
108,109,7.575119939399041e-18,0.8256880733944955,0.00757511993939904
109,110,7.438016528925621e-18,0.8181818181818182,0.00743801652892562
110,111,7.304601899196495e-18,0.8108108108108109,0.007304601899196494
111,112,7.174744897959184e-18,0.8035714285714286,0.007174744897959184
112,113,7.048320150364163e-18,0.7964601769911505,0.007048320150364163
113,114,6.925207756232688e-18,0.7894736842105263,0.006925207756232687
114,115,6.805293005671078e-18,0.782608695652174,0.006805293005671078
115,116,6.688466111771701e-18,0.7758620689655172,0.0066884661117717
116,117,6.574621959237344e-18,0.7692307692307693,0.006574621959237344
117,118,6.463659867854066e-18,0.7627118644067796,0.006463659867854065
118,119,6.355483369818516e-18,0.7563025210084033,0.0063554833698185155
119,120,6.250000000000001e-18,0.75,0.00625
120,121,6.147121098285637e-18,0.743801652892562,0.006147121098285636
121,122,6.046761623219565e-18,0.7377049180327869,0.006046761623219565
122,123,5.948839976204641e-18,0.7317073170731707,0.00594883997620464
123,124,5.85327783558793e-18,0.7258064516129032,0.005853277835587929
124,125,5.76e-18,0.72,0.00576
125,126,5.668934240362812e-18,0.7142857142857143,0.005668934240362812
126,127,5.580011160022321e-18,0.7086614173228346,0.00558001116002232
127,128,5.4931640625000005e-18,0.703125,0.0054931640625
128,129,5.4083288263926454e-18,0.6976744186046512,0.005408328826392645
129,130,5.325443786982249e-18,0.6923076923076923,0.0053254437869822485
130,131,5.244449624147778e-18,0.6870229007633588,0.005244449624147777
131,132,5.1652892561983475e-18,0.6818181818181818,0.005165289256198347
132,133,5.087907739272995e-18,0.6766917293233082,0.005087907739272994
133,134,5.0122521719759416e-18,0.6716417910447762,0.005012252171975941
134,135,4.938271604938272e-18,0.6666666666666666,0.0049382716049382715
135,136,4.865916955017301e-18,0.6617647058823529,0.004865916955017301
136,137,4.7951409238638185e-18,0.656934306569343,0.004795140923863818
137,138,4.725897920604915e-18,0.6521739130434783,0.004725897920604915
138,139,4.658143988406398e-18,0.6474820143884892,0.0046581439884063975
139,140,4.591836734693878e-18,0.6428571428571429,0.004591836734693878
140,141,4.5269352648257135e-18,0.6382978723404256,0.004526935264825713
141,142,4.463400119024003e-18,0.6338028169014085,0.0044634001190240035
142,143,4.401193212382024e-18,0.6293706293706294,0.004401193212382024
143,144,4.340277777777778e-18,0.625,0.004340277777777778
144,145,4.280618311533889e-18,0.6206896551724138,0.004280618311533888
145,146,4.22218052167386e-18,0.6164383561643836,0.00422218052167386
146,147,4.164931278633903e-18,0.6122448979591837,0.004164931278633903
147,148,4.1088385682980285e-18,0.6081081081081081,0.004108838568298028
148,149,4.053871447232107e-18,0.6040268456375839,0.004053871447232107
149,150,4e-18,0.6,0.004
150,151,3.947195298451823e-18,0.5960264900662252,0.003947195298451822
151,152,3.8954293628808865e-18,0.5921052631578947,0.0038954293628808865
152,153,3.844675124951942e-18,0.5882352941176471,0.0038446751249519417
153,154,3.79490639230899e-18,0.5844155844155844,0.0037949063923089898
154,155,3.746097814776275e-18,0.5806451612903226,0.0037460978147762745
155,156,3.698224852071006e-18,0.5769230769230769,0.0036982248520710057
156,157,3.651263742951033e-18,0.5732484076433121,0.0036512637429510324
157,158,3.6051914757250445e-18,0.569620253164557,0.003605191475725044
158,159,3.55998576005696e-18,0.5660377358490566,0.00355998576005696
159,160,3.515625e-18,0.5625,0.003515625
160,161,3.47208826819953e-18,0.5590062111801242,0.0034720882681995293
161,162,3.429355281207133e-18,0.5555555555555556,0.003429355281207133
162,163,3.3874063758515568e-18,0.5521472392638037,0.0033874063758515564
163,164,3.3462224866151102e-18,0.5487804878048781,0.00334622248661511
164,165,3.3057851239669423e-18,0.5454545454545454,0.003305785123966942
165,166,3.2660763536072e-18,0.5421686746987951,0.0032660763536072
166,167,3.2270787765785797e-18,0.5389221556886228,0.003227078776578579
167,168,3.1887755102040818e-18,0.5357142857142857,0.0031887755102040817
168,169,3.1511501698119815e-18,0.5325443786982249,0.0031511501698119814
169,170,3.1141868512110728e-18,0.5294117647058824,0.0031141868512110727
170,171,3.0778701138811944e-18,0.5263157894736842,0.0030778701138811943
171,172,3.0421849648458627e-18,0.5232558139534884,0.003042184964845863
172,173,3.007116843195563e-18,0.5202312138728323,0.0030071168431955626
173,174,2.972651605231867e-18,0.5172413793103449,0.002972651605231867
174,175,2.938775510204082e-18,0.5142857142857142,0.0029387755102040815
175,176,2.9054752066115704e-18,0.5113636363636364,0.00290547520661157
176,177,2.8727377190462515e-18,0.5084745762711864,0.002872737719046251
177,178,2.840550435551067e-18,0.5056179775280899,0.002840550435551067
178,179,2.8089010954714273e-18,0.5027932960893855,0.002808901095471427
179,180,2.777777777777778e-18,0.5,0.002777777777777778
180,181,2.747168889838528e-18,0.4972375690607735,0.0027471688898385274
181,182,2.7170631566235964e-18,0.4945054945054945,0.002717063156623596
182,183,2.687449610319807e-18,0.4918032786885246,0.0026874496103198066
183,184,2.658317580340265e-18,0.4891304347826087,0.0026583175803402644
184,185,2.629656683710738e-18,0.4864864864864865,0.002629656683710738
185,186,2.6014568158168577e-18,0.4838709677419355,0.0026014568158168575
186,187,2.5737081414967545e-18,0.48128342245989303,0.002573708141496754
187,188,2.546401086464464e-18,0.4787234042553192,0.0025464010864644634
188,189,2.5195263290501388e-18,0.47619047619047616,0.0025195263290501385
189,190,2.4930747922437675e-18,0.47368421052631576,0.002493074792243767
190,191,2.4670376360297145e-18,0.4712041884816754,0.002467037636029714
191,192,2.4414062500000004e-18,0.46875,0.00244140625
192,193,2.4161722462347985e-18,0.46632124352331605,0.0024161722462347985
193,194,2.391327452439154e-18,0.4639175257731959,0.002391327452439154
194,195,2.366863905325444e-18,0.46153846153846156,0.002366863905325444
195,196,2.3427738442315703e-18,0.45918367346938777,0.0023427738442315703
196,197,2.319049704965343e-18,0.45685279187817257,0.002319049704965343
197,198,2.2956841138659323e-18,0.45454545454545453,0.002295684113865932
198,199,2.272669882073685e-18,0.45226130653266333,0.002272669882073685
199,200,2.2500000000000004e-18,0.45,0.00225
200,201,2.2276676319893075e-18,0.44776119402985076,0.0022276676319893073
201,202,2.205666111165572e-18,0.44554455445544555,0.002205666111165572
202,203,2.1839889344560658e-18,0.4433497536945813,0.0021839889344560655
203,204,2.1626297577854675e-18,0.4411764705882353,0.0021626297577854673
204,205,2.1415823914336707e-18,0.43902439024390244,0.0021415823914336706
205,206,2.1208407955509476e-18,0.4368932038834951,0.0021208407955509473
206,207,2.1003990758244067e-18,0.43478260869565216,0.002100399075824407
207,208,2.080251479289941e-18,0.4326923076923077,0.002080251479289941
208,209,2.0603923902841052e-18,0.430622009569378,0.0020603923902841052
209,210,2.0408163265306124e-18,0.42857142857142855,0.0020408163265306124
210,211,2.0215179353563487e-18,0.4265402843601896,0.002021517935356349
211,212,2.00249199003204e-18,0.42452830188679247,0.0020024919900320398
212,213,1.9837333862328906e-18,0.4225352112676056,0.0019837333862328904
213,214,1.9652371386147265e-18,0.4205607476635514,0.0019652371386147264
214,215,1.9469983775013523e-18,0.4186046511627907,0.0019469983775013521
215,216,1.9290123456790126e-18,0.4166666666666667,0.0019290123456790122
216,217,1.911274395294018e-18,0.4147465437788018,0.0019112743952940177
217,218,1.8937799848497603e-18,0.41284403669724773,0.00189377998484976
218,219,1.8765246762994934e-18,0.410958904109589,0.0018765246762994933
219,220,1.8595041322314052e-18,0.4090909090909091,0.001859504132231405
220,221,1.842714113142647e-18,0.4072398190045249,0.0018427141131426466
221,222,1.8261504747991237e-18,0.40540540540540543,0.0018261504747991235
222,223,1.809809165677975e-18,0.40358744394618834,0.0018098091656779747
223,224,1.793686224489796e-18,0.4017857142857143,0.001793686224489796
224,225,1.777777777777778e-18,0.4,0.0017777777777777779
225,226,1.7620800375910408e-18,0.39823008849557523,0.0017620800375910408
226,227,1.7465892992295603e-18,0.3964757709251101,0.00174658929922956
227,228,1.731301939058172e-18,0.39473684210526316,0.0017313019390581717
228,229,1.7162144123872544e-18,0.3930131004366812,0.0017162144123872543
229,230,1.7013232514177694e-18,0.391304347826087,0.0017013232514177694
230,231,1.68662506324844e-18,0.38961038961038963,0.0016866250632484399
231,232,1.6721165279429252e-18,0.3879310344827586,0.001672116527942925
232,233,1.6577943966549394e-18,0.38626609442060084,0.0016577943966549393
233,234,1.643655489809336e-18,0.38461538461538464,0.001643655489809336
234,235,1.6296966953372569e-18,0.3829787234042553,0.0016296966953372567
235,236,1.6159149669635164e-18,0.3813559322033898,0.0016159149669635162
236,237,1.6023073225444642e-18,0.379746835443038,0.001602307322544464
237,238,1.588870842454629e-18,0.37815126050420167,0.0015888708424546289
238,239,1.5756026680205179e-18,0.37656903765690375,0.0015756026680205178
239,240,1.5625000000000002e-18,0.375,0.0015625
240,241,1.5495600971057661e-18,0.37344398340248963,0.001549560097105766
241,242,1.5367802745714092e-18,0.371900826446281,0.001536780274571409
242,243,1.524157902758726e-18,0.37037037037037035,0.0015241579027587258
243,244,1.5116904058048913e-18,0.36885245901639346,0.0015116904058048912
244,245,1.499375260308205e-18,0.3673469387755102,0.001499375260308205
245,246,1.4872099940511602e-18,0.36585365853658536,0.00148720999405116
246,247,1.4751921847596258e-18,0.3643724696356275,0.0014751921847596257
247,248,1.4633194588969825e-18,0.3629032258064516,0.0014633194588969823
248,249,1.451589490492089e-18,0.3614457831325301,0.0014515894904920889
249,250,1.44e-18,0.36,0.00144
250,251,1.4285487531943939e-18,0.35856573705179284,0.0014285487531943938
251,252,1.417233560090703e-18,0.35714285714285715,0.001417233560090703
252,253,1.4060522738989831e-18,0.3557312252964427,0.001406052273898983
253,254,1.3950027900055802e-18,0.3543307086614173,0.00139500279000558
254,255,1.384083044982699e-18,0.35294117647058826,0.001384083044982699
255,256,1.3732910156250001e-18,0.3515625,0.001373291015625
256,257,1.3626247180123848e-18,0.35019455252918286,0.0013626247180123848
257,258,1.3520822065981614e-18,0.3488372093023256,0.0013520822065981612
258,259,1.3416615733218051e-18,0.3474903474903475,0.001341661573321805
259,260,1.3313609467455623e-18,0.34615384615384615,0.0013313609467455621
260,261,1.3211784912141632e-18,0.3448275862068966,0.001321178491214163
261,262,1.3111124060369444e-18,0.3435114503816794,0.0013111124060369442
262,263,1.3011609246916972e-18,0.34220532319391633,0.0013011609246916971
263,264,1.2913223140495869e-18,0.3409090909090909,0.0012913223140495868
264,265,1.2815948736205057e-18,0.33962264150943394,0.0012815948736205054
265,266,1.2719769348182487e-18,0.3383458646616541,0.0012719769348182486
266,267,1.2624668602449188e-18,0.33707865168539325,0.0012624668602449186
267,268,1.2530630429939854e-18,0.3358208955223881,0.0012530630429939853
268,269,1.2437639059714487e-18,0.3345724907063197,0.0012437639059714486
269,270,1.234567901234568e-18,0.3333333333333333,0.0012345679012345679
270,271,1.2254735093476396e-18,0.33210332103321033,0.0012254735093476395
271,272,1.2164792387543253e-18,0.33088235294117646,0.0012164792387543252
272,273,1.2075836251660428e-18,0.32967032967032966,0.0012075836251660428
273,274,1.1987852309659546e-18,0.3284671532846715,0.0011987852309659544
274,275,1.1900826446280994e-18,0.32727272727272727,0.0011900826446280992
275,276,1.1814744801512288e-18,0.32608695652173914,0.0011814744801512287
276,277,1.1729593765069272e-18,0.3249097472924188,0.0011729593765069269
277,278,1.1645359971015995e-18,0.3237410071942446,0.0011645359971015994
278,279,1.1562030292519368e-18,0.3225806451612903,0.0011562030292519366
279,280,1.1479591836734695e-18,0.32142857142857145,0.0011479591836734695
280,281,1.1398031939818393e-18,0.3202846975088968,0.001139803193981839
281,282,1.1317338162064284e-18,0.3191489361702128,0.0011317338162064282
282,283,1.1237498283159985e-18,0.31802120141342755,0.0011237498283159985
283,284,1.1158500297560008e-18,0.31690140845070425,0.0011158500297560009
284,285,1.10803324099723e-18,0.3157894736842105,0.00110803324099723
285,286,1.100298303095506e-18,0.3146853146853147,0.001100298303095506
286,287,1.0926440772620768e-18,0.313588850174216,0.0010926440772620768
287,288,1.0850694444444445e-18,0.3125,0.0010850694444444445
288,289,1.0775733049173262e-18,0.31141868512110726,0.0010775733049173263
289,290,1.0701545778834722e-18,0.3103448275862069,0.001070154577883472
290,291,1.0628122010840686e-18,0.30927835051546393,0.0010628122010840685
291,292,1.055545130418465e-18,0.3082191780821918,0.001055545130418465
292,293,1.0483523395729712e-18,0.30716723549488056,0.001048352339572971
293,294,1.0412328196584757e-18,0.30612244897959184,0.0010412328196584756
294,295,1.0341855788566506e-18,0.3050847457627119,0.0010341855788566503
295,296,1.0272096420745071e-18,0.30405405405405406,0.001027209642074507
296,297,1.020304050607081e-18,0.30303030303030304,0.001020304050607081
297,298,1.0134678618080267e-18,0.30201342281879195,0.0010134678618080267
298,299,1.006700148767911e-18,0.3010033444816054,0.0010067001487679109
299,300,1e-18,0.3,0.001
300,301,9.93366519133343e-19,0.29900332225913623,0.000993366519133343
301,302,9.867988246129557e-19,0.2980132450331126,0.0009867988246129555
302,303,9.80296049406921e-19,0.297029702970297,0.000980296049406921
303,304,9.738573407202216e-19,0.29605263157894735,0.0009738573407202216
304,305,9.674818597151305e-19,0.29508196721311475,0.0009674818597151303
305,306,9.611687812379855e-19,0.29411764705882354,0.0009611687812379854
306,307,9.549172935521864e-19,0.2931596091205212,0.0009549172935521863
307,308,9.487265980772475e-19,0.2922077922077922,0.0009487265980772474
308,309,9.425959091337544e-19,0.2912621359223301,0.0009425959091337543
309,310,9.365244536940688e-19,0.2903225806451613,0.0009365244536940686
310,311,9.305114711386359e-19,0.28938906752411575,0.0009305114711386359
311,312,9.245562130177515e-19,0.28846153846153844,0.0009245562130177514
312,313,9.186579428186468e-19,0.28753993610223644,0.0009186579428186467
313,314,9.128159357377582e-19,0.28662420382165604,0.0009128159357377581
314,315,9.0702947845805e-19,0.2857142857142857,0.0009070294784580499
315,316,9.012978689312611e-19,0.2848101265822785,0.000901297868931261
316,317,8.956204161649535e-19,0.28391167192429023,0.0008956204161649534
317,318,8.8999644001424e-19,0.2830188679245283,0.00088999644001424
318,319,8.84425270978076e-19,0.28213166144200624,0.0008844252709780761
319,320,8.7890625e-19,0.28125,0.00087890625
320,321,8.734387282732117e-19,0.2803738317757009,0.0008734387282732116
321,322,8.680220670498824e-19,0.2795031055900621,0.0008680220670498823
322,323,8.626556374545908e-19,0.2786377708978328,0.0008626556374545908
323,324,8.573388203017833e-19,0.2777777777777778,0.0008573388203017832
324,325,8.520710059171598e-19,0.27692307692307694,0.0008520710059171598
325,326,8.468515939628892e-19,0.27607361963190186,0.0008468515939628891
326,327,8.416799932665601e-19,0.27522935779816515,0.0008416799932665601
327,328,8.3655562165377755e-19,0.27439024390243905,0.0008365556216537775
328,329,8.314779057843147e-19,0.2735562310030395,0.0008314779057843146
329,330,8.264462809917356e-19,0.2727272727272727,0.0008264462809917355
330,331,8.214601911264046e-19,0.2719033232628399,0.0008214601911264045
331,332,8.165190884018e-19,0.2710843373493976,0.0008165190884018
332,333,8.11622433244055e-19,0.2702702702702703,0.0008116224332440549
333,334,8.067696941446449e-19,0.2694610778443114,0.0008067696941446448
334,335,8.019603475161506e-19,0.26865671641791045,0.0008019603475161506
335,336,7.971938775510204e-19,0.26785714285714285,0.0007971938775510204
336,337,7.924697760832622e-19,0.26706231454005935,0.0007924697760832622
337,338,7.877875424529954e-19,0.26627218934911245,0.0007877875424529954
338,339,7.831466833737959e-19,0.26548672566371684,0.0007831466833737959
339,340,7.785467128027682e-19,0.2647058823529412,0.0007785467128027682
340,341,7.7398715181328e-19,0.26392961876832843,0.0007739871518132799
341,342,7.694675284702986e-19,0.2631578947368421,0.0007694675284702986
342,343,7.649873777082679e-19,0.26239067055393583,0.0007649873777082678
343,344,7.605462412114657e-19,0.2616279069767442,0.0007605462412114657
344,345,7.561436672967864e-19,0.2608695652173913,0.0007561436672967864
345,346,7.517792107988908e-19,0.26011560693641617,0.0007517792107988907
346,347,7.474524329576694e-19,0.25936599423631124,0.0007474524329576693
347,348,7.431629013079668e-19,0.25862068965517243,0.0007431629013079667
348,349,7.389101895715143e-19,0.25787965616045844,0.0007389101895715142
349,350,7.346938775510205e-19,0.2571428571428571,0.0007346938775510204
350,351,7.305135510263716e-19,0.2564102564102564,0.0007305135510263716
351,352,7.263688016528926e-19,0.2556818181818182,0.0007263688016528925
352,353,7.222592268616232e-19,0.254957507082153,0.0007222592268616232
353,354,7.181844297615629e-19,0.2542372881355932,0.0007181844297615628
354,355,7.141440190438406e-19,0.2535211267605634,0.0007141440190438405
355,356,7.101376088877668e-19,0.25280898876404495,0.0007101376088877667
356,357,7.061648188687241e-19,0.25210084033613445,0.0007061648188687239
357,358,7.022252738678568e-19,0.25139664804469275,0.0007022252738678568
358,359,6.983186039835198e-19,0.25069637883008355,0.0006983186039835196
359,360,6.944444444444445e-19,0.25,0.0006944444444444445
360,361,6.906024355245893e-19,0.24930747922437674,0.0006906024355245893
361,362,6.86792222459632e-19,0.24861878453038674,0.0006867922224596319
362,363,6.830134553650707e-19,0.24793388429752067,0.0006830134553650707
363,364,6.792657891558991e-19,0.24725274725274726,0.000679265789155899
364,365,6.755488834678177e-19,0.2465753424657534,0.0006755488834678176
365,366,6.718624025799517e-19,0.2459016393442623,0.0006718624025799516
366,367,6.682060153390403e-19,0.2452316076294278,0.0006682060153390403
367,368,6.645793950850662e-19,0.24456521739130435,0.0006645793950850661
368,369,6.609822195782934e-19,0.24390243902439024,0.0006609822195782933
369,370,6.574141709276845e-19,0.24324324324324326,0.0006574141709276845
370,371,6.538749355206662e-19,0.24258760107816713,0.0006538749355206661
371,372,6.503642039542144e-19,0.24193548387096775,0.0006503642039542144
372,373,6.468816709672319e-19,0.24128686327077747,0.0006468816709672318
373,374,6.434270353741886e-19,0.24064171122994651,0.0006434270353741885
374,375,6.400000000000001e-19,0.24,0.00064
375,376,6.36600271616116e-19,0.2393617021276596,0.0006366002716161159
376,377,6.332275608777942e-19,0.23872679045092837,0.0006332275608777941
377,378,6.298815822625347e-19,0.23809523809523808,0.0006298815822625346
378,379,6.265620540096491e-19,0.23746701846965698,0.0006265620540096491
379,380,6.232686980609419e-19,0.23684210526315788,0.0006232686980609418
380,381,6.200012400024801e-19,0.23622047244094488,0.00062000124000248
381,382,6.167594090074286e-19,0.2356020942408377,0.0006167594090074285
382,383,6.13542937779929e-19,0.2349869451697128,0.0006135429377799289
383,384,6.103515625000001e-19,0.234375,0.0006103515625
384,385,6.071850227694384e-19,0.23376623376623376,0.0006071850227694383
385,386,6.040430615586996e-19,0.23316062176165803,0.0006040430615586996
386,387,6.009254251547383e-19,0.23255813953488372,0.0006009254251547383
387,388,5.978318631097885e-19,0.23195876288659795,0.0005978318631097884
388,389,5.947621281910641e-19,0.23136246786632392,0.0005947621281910641
389,390,5.91715976331361e-19,0.23076923076923078,0.000591715976331361
390,391,5.886931665805431e-19,0.23017902813299232,0.000588693166580543
391,392,5.856934610578926e-19,0.22959183673469388,0.0005856934610578926
392,393,5.827166249053086e-19,0.22900763358778625,0.0005827166249053085
393,394,5.797624262413358e-19,0.22842639593908629,0.0005797624262413358
394,395,5.768306361160071e-19,0.22784810126582278,0.0005768306361160071
395,396,5.739210284664831e-19,0.22727272727272727,0.000573921028466483
396,397,5.71033380073473e-19,0.22670025188916876,0.000571033380073473
397,398,5.681674705184213e-19,0.22613065326633167,0.0005681674705184213
398,399,5.653230821414439e-19,0.22556390977443608,0.0005653230821414439
399,400,5.625000000000001e-19,0.225,0.0005625
400,401,5.596980118282847e-19,0.22443890274314215,0.0005596980118282846
401,402,5.569169079973269e-19,0.22388059701492538,0.0005569169079973268
402,403,5.541564814757803e-19,0.22332506203473945,0.0005541564814757802
403,404,5.51416527791393e-19,0.22277227722772278,0.000551416527791393
404,405,5.486968449931413e-19,0.2222222222222222,0.0005486968449931413
405,406,5.4599723361401645e-19,0.22167487684729065,0.0005459972336140164
406,407,5.4331749663445e-19,0.22113022113022113,0.0005433174966344499
407,408,5.406574394463669e-19,0.22058823529411764,0.0005406574394463668
408,409,5.380168698178515e-19,0.2200488997555012,0.0005380168698178514
409,410,5.353955978584177e-19,0.21951219512195122,0.0005353955978584176
410,411,5.327934359848687e-19,0.21897810218978103,0.0005327934359848687
411,412,5.302101988877369e-19,0.21844660194174756,0.0005302101988877368
412,413,5.276457034982911e-19,0.2179176755447942,0.000527645703498291
413,414,5.250997689561017e-19,0.21739130434782608,0.0005250997689561017
414,415,5.22572216577152e-19,0.21686746987951808,0.000522572216577152
415,416,5.200628698224852e-19,0.21634615384615385,0.0005200628698224853
416,417,5.175715542673775e-19,0.2158273381294964,0.0005175715542673774
417,418,5.150980975710263e-19,0.215311004784689,0.0005150980975710263
418,419,5.126423294467451e-19,0.21479713603818615,0.0005126423294467451
419,420,5.102040816326531e-19,0.21428571428571427,0.0005102040816326531
420,421,5.077831878628534e-19,0.21377672209026127,0.0005077831878628534
421,422,5.053794838390872e-19,0.2132701421800948,0.0005053794838390872
422,423,5.029928072028571e-19,0.2127659574468085,0.000502992807202857
423,424,5.0062299750801e-19,0.21226415094339623,0.0005006229975080099
424,425,4.982698961937717e-19,0.21176470588235294,0.0004982698961937716
425,426,4.959333465582227e-19,0.2112676056338028,0.0004959333465582226
